Hit	ClusterNumber	LargoSecuencia	Porc+AF8-identity+AF8-Target	CompresedAlignment	LabelQuery	LabelTarget
H	29	207	95.2	207M	denovo10467	denovo10022
H	20671	207	96.6	207M	denovo10470	denovo28601
H	31415	207	95.8	99MI22MI34MI8MI23MI21MI	denovo10473	denovo38271
H	25532	207	88.0	76MI131M	denovo10474	denovo32977
H	12701	208	88.0	35MD172M	denovo10472	denovo21428
H	8337	207	90.9	57MI150M	denovo10478	denovo17500
H	11958	208	97.1	208M	denovo10477	denovo2076
H	33583	208	94.7	33MI135MD39M	denovo10475	denovo5166
H	17237	207	95.7	207M	denovo1048	denovo25510
H	776	207	96.1	207M	denovo10479	denovo10696
H	1790	207	99.5	207M	denovo10480	denovo11608
H	8069	207	93.2	207M	denovo10481	denovo1726
H	2607	207	87.4	207M	denovo10482	denovo12343
H	3524	246	93.5	108MD137M	denovo1049	denovo13169
H	6961	207	93.7	207M	denovo10483	denovo16262
H	25536	207	96.6	207M	denovo10484	denovo32980
H	13363	207	96.1	207M	denovo10485	denovo22023
H	32474	207	99.5	207M	denovo10487	denovo4168
H	2999	208	92.8	72MD135M	denovo10486	denovo12697
H	38172	207	94.7	207M	denovo10490	denovo9297
H	9111	207	90.3	207M	denovo10488	denovo18198
H	27525	224	95.7	207M17D	denovo10489	denovo34770
H	14512	209	96.2	170MD38M	denovo10493	denovo23058
H	23605	207	96.6	207M	denovo10491	denovo31241
H	1992	216	99.0	207M9D	denovo10497	denovo11790
H	3404	208	95.7	170MD37M	denovo10498	denovo13060
H	2999	207	96.6	207M	denovo10492	denovo12697
H	30846	206	98.1	155MI51M	denovo10495	denovo3776
H	19862	207	94.2	207M	denovo10494	denovo27874
H	38300	209	96.7	209M	denovo10496	denovo9411
H	35513	207	95.2	207M	denovo105	denovo6903
H	29675	207	94.2	207M	denovo10499	denovo36705
H	9893	207	96.6	207M	denovo10505	denovo18901
H	14236	207	90.8	207M	denovo10500	denovo2281
H	7968	207	93.8	16M2D20MI82MD55MI7MI24M	denovo10502	denovo17169
H	4552	207	94.7	207M	denovo10504	denovo14094
H	16548	207	95.2	207M	denovo10506	denovo24891
H	460	207	99.0	207M5I	denovo10501	denovo10410
H	29936	207	93.7	207M	denovo10507	denovo36940
H	12706	231	94.8	24MD9M2D41MD106MD15MD12M18D	denovo1051	denovo21432
H	30597	207	96.6	207M	denovo10508	denovo37535
H	19110	207	92.4	32MI16MD13M2I145M	denovo10510	denovo27197
H	13180	207	96.1	207M	denovo10513	denovo2186
H	28501	207	96.1	207M	denovo10509	denovo35649
H	4481	208	95.7	208M	denovo10511	denovo1403
H	12365	207	92.8	207M	denovo10512	denovo21125
H	2114	207	94.7	207M	denovo10517	denovo1190
H	38128	207	97.6	207M	denovo10518	denovo9257
H	883	207	96.6	207M	denovo10516	denovo10792
H	27905	207	93.2	207M	denovo10514	denovo35111
H	34170	207	96.1	207M	denovo10515	denovo5695
H	31192	207	90.3	207M	denovo10519	denovo38070
H	17082	207	96.6	207M	denovo10521	denovo25371
H	23647	206	96.6	206M	denovo10527	denovo3128
H	13113	210	94.3	74M4D21MI111M	denovo1052	denovo218
H	2467	279	95.7	169M2D29MD78M	denovo10529	denovo12217
H	17492	207	94.7	207M	denovo10520	denovo25740
H	36626	224	95.2	11MI196M17D	denovo10522	denovo7905
H	24235	208	99.0	5MI153MD49M	denovo10523	denovo31809
H	6951	207	97.6	207M	denovo10524	denovo16253
H	25877	207	94.2	207M	denovo10528	denovo33287
H	24599	224	91.3	156M2I49M19D	denovo10525	denovo32136
H	21377	228	96.2	70MI117MD20M20D	denovo10526	denovo29237
H	8232	207	96.6	207M	denovo10530	denovo17406
H	23912	209	95.7	186M2D21M	denovo1053	denovo31518
H	7520	207	96.6	207M	denovo10533	denovo16766
H	35747	223	97.5	20D121MD50MI22MI6M3D	denovo10531	denovo7113
H	23891	207	96.6	207M	denovo10536	denovo315
H	831	223	89.2	35M12D48MD108M19D	denovo10541	denovo10745
H	12271	208	93.8	208M	denovo10534	denovo21040
H	15093	207	92.3	207M	denovo10535	denovo23581
H	8430	207	99.5	20MD186M17I	denovo10539	denovo17585
H	17216	207	96.6	207M	denovo10537	denovo25492
H	36137	207	90.8	207M	denovo10538	denovo7465
H	28165	207	96.6	207M	denovo10542	denovo35346
H	18603	207	94.7	207M	denovo10540	denovo26740
H	23265	208	96.6	160MD35MD11M3I	denovo1054	denovo30936
H	38110	207	83.1	207M	denovo10549	denovo9240
H	11762	207	96.1	207M	denovo10545	denovo20583
H	36038	226	93.2	207M19D	denovo10547	denovo7376
H	8942	207	93.7	207M	denovo10544	denovo18045
H	60	207	97.1	47MI87MI73M	denovo10546	denovo10050
H	3368	224	96.7	33MI14MI148MI12M17D	denovo10543	denovo13028
H	16261	251	96.2	23MD185M42D	denovo10548	denovo24632
H	1469	207	95.7	207M	denovo1055	denovo11319
H	8116	207	86.0	207M	denovo10550	denovo17301
H	6838	206	74.9	37MI169M19I	denovo10551	denovo16151
H	3529	207	97.1	207M	denovo10552	denovo13173
H	3390	226	89.4	208M18D	denovo10557	denovo13048
H	24393	204	98.0	199M2D3M5I	denovo10556	denovo31951
H	27174	206	94.7	206M18I	denovo10554	denovo34454
H	20795	207	95.2	207M	denovo10553	denovo28713
H	11003	208	99.5	208M	denovo10558	denovo19900
H	15759	208	95.7	208M	denovo10559	denovo24180
H	11917	207	96.6	207M	denovo10562	denovo20722
H	6655	207	95.7	207M	denovo1056	denovo15988
H	5878	216	71.6	42MI12M9D16MD77MI21MD37M	denovo10568	denovo15288
H	14877	207	96.6	207M	denovo10561	denovo23387
H	14611	208	93.3	183MD24M	denovo10560	denovo23147
H	12529	207	94.7	207M	denovo10563	denovo21273
H	28118	208	96.6	208M	denovo10564	denovo35303
H	3821	207	95.7	207M	denovo10565	denovo13436
H	26079	207	97.6	207M	denovo10567	denovo33469
H	15204	208	95.2	208M	denovo10570	denovo23681
H	4231	207	97.1	207M	denovo10566	denovo13805
H	9546	207	96.1	207M	denovo1057	denovo1859
H	13645	209	79.2	134I77M132D	denovo10575	denovo22278
H	9708	207	94.2	207M	denovo10571	denovo18735
H	22584	207	95.2	207M	denovo10569	denovo30322
H	2824	208	96.6	208M	denovo10574	denovo12539
H	28222	207	95.7	207M	denovo10572	denovo35398
H	38032	207	96.1	207M	denovo10573	denovo9170
H	7508	207	94.7	207M	denovo10576	denovo16755
H	8029	207	96.6	207M	denovo10577	denovo17223
H	11091	209	95.2	209M	denovo1058	denovo19980
H	29346	207	89.4	207M	denovo10578	denovo36409
H	18071	207	96.1	207M	denovo10579	denovo26261
H	37739	203	98.5	203M24I	denovo10584	denovo8907
H	28186	208	94.2	71MD136M	denovo10580	denovo35365
H	24755	207	96.6	207M	denovo10582	denovo32277
H	28298	278	86.0	182MD48MI47MI	denovo1059	denovo35466
H	13202	207	94.2	207M11I	denovo10586	denovo2188
H	10731	206	93.2	206MI	denovo10581	denovo19656
H	1220	206	95.7	85MI121M	denovo10583	denovo11095
H	8295	226	98.2	226M	denovo10587	denovo17463
H	37299	206	96.1	206M	denovo10585	denovo8510
H	27836	207	96.2	70MI137M	denovo10589	denovo3505
H	4283	207	98.1	207M	denovo10588	denovo13852
H	24702	202	96.5	187MI14MD	denovo10593	denovo32229
H	5558	207	96.1	207M	denovo10590	denovo150
H	23403	227	98.1	53MD154M19D	denovo10591	denovo3106
H	37135	207	93.7	207M	denovo10592	denovo8363
H	32624	207	94.2	207M	denovo10596	denovo4302
H	14465	207	96.1	207M	denovo10594	denovo23015
H	15335	207	96.6	9MD197M20I	denovo10598	denovo238
H	52	207	95.2	207M	denovo10597	denovo10043
H	5874	227	93.8	133MI18MD55M20D	denovo10599	denovo15284
H	7954	207	92.3	207M	denovo1060	denovo17156
H	17392	207	96.6	207M	denovo10602	denovo25650
H	7315	207	85.5	207M	denovo10607	denovo16581
H	17569	207	91.8	207M	denovo10600	denovo2581
H	3057	207	96.6	207M	denovo10601	denovo12749
H	12025	209	96.7	209M17I	denovo10605	denovo2082
H	3392	227	93.8	208M19D	denovo10611	denovo1305
H	11329	207	96.6	207M	denovo10603	denovo20193
H	13565	207	94.7	207M	denovo10604	denovo22205
H	27740	206	95.7	9MI197M	denovo10606	denovo34964
H	22516	207	95.2	207M	denovo10609	denovo30261
H	31996	207	94.2	207M	denovo1061	denovo38795
H	8026	225	96.1	135MI71M19D	denovo10608	denovo17220
H	13203	226	98.2	210M2D14M	denovo10614	denovo21880
H	31185	211	98.1	211M	denovo10615	denovo38064
H	33501	207	96.1	207M	denovo10613	denovo5092
H	21571	226	98.6	207M19D	denovo10610	denovo29411
H	25150	207	84.5	207M	denovo10616	denovo32632
H	26258	207	95.7	207M	denovo10617	denovo3363
H	13796	207	98.6	207M	denovo10619	denovo22413
H	28860	207	96.6	207M	denovo10618	denovo35972
H	11703	207	96.6	207M	denovo1062	denovo2053
H	23700	207	93.7	207M	denovo10622	denovo31327
H	29911	207	92.3	207M	denovo10620	denovo36918
H	13707	216	93.0	D13M5D25M3D169M	denovo10623	denovo22333
H	23907	210	95.2	35MD17M2D33MD15MD34MD57MD12M	denovo1063	denovo31513
H	31612	207	97.1	207M	denovo10621	denovo38449
H	4249	207	96.6	207M	denovo10627	denovo13821
H	15157	209	96.2	185MD22MD	denovo10624	denovo23639
H	11438	208	96.6	208M	denovo10626	denovo20291
H	20969	207	91.8	207M	denovo10625	denovo28870
H	29260	207	91.3	207M	denovo10631	denovo36331
H	30130	224	96.1	207M17D	denovo10628	denovo37114
H	38453	207	93.2	165MD41M	denovo10632	denovo955
H	18817	207	95.7	75MD5MD18MI107M	denovo10629	denovo26933
H	4307	208	94.7	99MI33M2D74M	denovo10639	denovo13874
H	8041	207	99.5	207M	denovo10634	denovo17234
H	22618	207	96.1	207M19I	denovo10633	denovo30353
H	21688	207	94.7	207M	denovo10635	denovo29517
H	37113	207	91.3	207M	denovo10636	denovo8343
H	18922	207	94.7	207M	denovo10637	denovo27027
H	13160	207	84.1	207M	denovo10638	denovo21841
H	31515	208	96.2	74MD133M	denovo1064	denovo38361
H	18421	207	96.1	207M	denovo10641	denovo26577
H	27663	207	96.1	207M	denovo10640	denovo34895
H	13250	207	94.2	207M	denovo10642	denovo21922
H	15933	207	95.7	9MD197M	denovo10643	denovo24337
H	26893	207	96.6	207M	denovo10648	denovo34200
H	13518	207	96.1	207M	denovo10649	denovo22163
H	23340	207	98.1	207M	denovo10645	denovo31002
H	20079	208	97.6	208M	denovo10644	denovo28069
H	2254	207	96.1	207M	denovo10646	denovo12025
H	18453	207	88.9	207M	denovo10647	denovo26605
H	29744	209	95.2	75MD133M	denovo10651	denovo36768
H	33090	207	96.6	207M	denovo10650	denovo4722
H	23244	207	96.6	207M19I	denovo1065	denovo30917
H	19313	205	70.0	42M3I31M2D78MI16MI36M20I	denovo1066	denovo2738
H	301	207	94.7	207M	denovo10656	denovo10268
H	3165	207	94.7	207M	denovo10653	denovo12846
H	13375	206	87.9	78MI128M	denovo10660	denovo22034
H	4341	202	70.7	20M3I17MI25M2I140M	denovo10664	denovo13904
H	6175	207	96.6	207M	denovo10654	denovo15555
H	5415	207	96.1	207M	denovo10655	denovo14871
H	6806	207	97.6	207M	denovo10657	denovo16122
H	1255	207	94.7	207M	denovo10666	denovo11126
H	15880	226	95.2	207M19D	denovo10658	denovo2429
H	11384	207	95.7	207M19I	denovo10659	denovo20242
H	5756	211	92.9	211M	denovo10665	denovo15178
H	15453	208	95.7	208M	denovo10662	denovo23905
H	19811	207	95.2	207M	denovo10661	denovo27828
H	9399	207	90.8	207M	denovo10667	denovo18457
H	3545	190	73.2	15M10D16MD31MD15M3D98M	denovo10674	denovo13188
H	32523	226	93.2	207M19D	denovo10668	denovo4211
H	30790	207	89.4	207M	denovo10670	denovo37709
H	28598	207	96.6	207M	denovo10669	denovo35736
H	3270	207	96.6	207M	denovo1067	denovo12940
H	26142	210	86.2	76MD133M	denovo10677	denovo33525
H	11702	206	91.8	47MI28MI131M	denovo10671	denovo20529
H	32351	207	92.8	207M	denovo10676	denovo4057
H	8906	207	96.6	207M	denovo10673	denovo18012
H	3361	208	93.8	33MI154MD20M	denovo10672	denovo13021
H	5004	207	88.9	207M	denovo10675	denovo14500
H	19492	207	96.1	207M	denovo10680	denovo27540
H	5103	207	96.6	207M	denovo10678	denovo14590
H	6340	208	97.1	169MD38M	denovo10682	denovo15703
H	10122	207	90.3	207M	denovo10679	denovo19107
H	2827	224	95.7	76MI131M17D	denovo1068	denovo12541
H	22700	207	98.6	174MI33M19I	denovo10681	denovo30427
H	6326	207	88.4	207M17I	denovo10684	denovo15691
H	22090	207	90.8	207M	denovo10683	denovo2988
H	34144	206	91.3	29MI177M	denovo10686	denovo5671
H	32556	207	95.7	207M	denovo10685	denovo4241
H	11404	209	87.2	20MI47M2D12MI29MD98M	denovo10692	denovo20260
H	24299	207	94.2	75MI132M	denovo10687	denovo31867
H	23023	207	97.1	207M	denovo10688	denovo30718
H	38856	207	94.2	53MD153M	denovo10689	denovo9912
H	32475	207	95.2	207M	denovo10693	denovo4169
H	15723	226	90.9	208M18D	denovo1069	denovo24148
H	30605	207	98.1	207M	denovo10690	denovo37542
H	37514	208	89.4	164MD43M	denovo10698	denovo8704
H	25738	207	91.8	207M	denovo10691	denovo33161
H	13886	207	95.7	207M	denovo10694	denovo22495
H	16757	207	96.6	207M	denovo10697	denovo25079
H	31462	207	98.1	195MD11M20I	denovo10696	denovo38313
H	33389	206	96.1	180MD6MD6M2D10M5I	denovo10700	denovo4992
H	14448	207	90.3	207M	denovo107	denovo2300
H	2161	207	82.6	207M	denovo10701	denovo11942
H	26333	220	95.7	182MI24M14D	denovo1070	denovo33698
H	8472	207	94.2	207M	denovo10699	denovo17622
H	14941	207	94.2	207M	denovo10702	denovo23444
H	227	207	94.7	207M	denovo10705	denovo10200
H	28981	226	96.1	207M19D	denovo10704	denovo36080
H	13201	207	96.1	207M	denovo10703	denovo21879
H	12324	207	96.1	207M	denovo10706	denovo21089
H	37857	206	91.8	157MI49M	denovo10708	denovo9012
H	14360	207	96.6	207MI	denovo10707	denovo22921
H	33530	208	94.7	18MI170MD19M	denovo10712	denovo5118
H	37780	226	96.6	207M19D	denovo10709	denovo8944
H	31563	207	92.3	207M	denovo1071	denovo38404
H	6310	207	96.6	207M	denovo10713	denovo15677
H	33364	197	91.3	53M9I144M	denovo10717	denovo497
H	26626	207	95.7	207M	denovo10714	denovo33961
H	37283	207	92.8	207M	denovo10711	denovo8497
H	22575	207	94.2	207M	denovo10710	denovo30314
H	31736	209	82.3	52MD48MD107M	denovo10722	denovo38560
H	5260	208	92.3	208M	denovo10715	denovo14731
H	19199	207	95.2	26M2I181M	denovo10721	denovo27277
H	12831	210	80.6	16MD48MD81MI63M	denovo10725	denovo21545
H	2674	207	96.6	207M	denovo10716	denovo12403
H	23891	207	96.6	207M	denovo1072	denovo315
H	34487	208	95.2	56MD151M	denovo10727	denovo5980
H	17991	207	99.0	207M	denovo10720	denovo2619
H	6920	225	95.7	167MD8MD31M17D	denovo10718	denovo16225
H	7827	207	97.6	207M	denovo10719	denovo17041
H	16871	207	96.6	207M	denovo10723	denovo25181
H	14487	207	94.7	207M	denovo10729	denovo23035
H	14717	200	97.5	188M2D10M9I	denovo10724	denovo23242
H	16077	207	97.1	207M	denovo10728	denovo24467
H	8993	207	92.3	207M	denovo10726	denovo18091
H	16823	207	89.9	207M	denovo10730	denovo25138
H	6557	211	95.3	97MD12M3D98MI	denovo1073	denovo159
H	14450	206	96.1	57MI149M	denovo10734	denovo23001
H	33907	207	88.4	207M	denovo10732	denovo5458
H	12185	207	93.2	207M	denovo10731	denovo20964
H	10632	208	95.7	208M18I	denovo10738	denovo19567
H	25118	207	93.2	207M	denovo10733	denovo32603
H	13947	208	96.6	24MD183M	denovo10739	denovo2255
H	4455	207	92.8	207M	denovo10735	denovo14006
H	605	191	89.2	35M12I48MI108M19I	denovo10745	denovo10541
H	4313	207	89.4	207M	denovo10737	denovo1388
H	538	224	87.4	207M17D	denovo10743	denovo10481
H	3958	207	89.4	144MI63M	denovo10741	denovo1356
H	29900	207	95.7	207M	denovo1074	denovo36908
H	37712	208	98.6	208M	denovo10742	denovo8883
H	5749	207	91.3	207M	denovo10740	denovo15171
H	11845	236	96.6	207M29D	denovo10748	denovo20658
H	25117	207	92.8	207M	denovo10746	denovo32602
H	17214	207	91.3	207M	denovo10747	denovo25490
H	26349	207	96.6	207M	denovo10744	denovo33711
H	33194	206	95.7	20MI186M	denovo1075	denovo4816
H	29783	207	96.1	207M19I	denovo10749	denovo36802
H	14670	207	96.1	207M	denovo10750	denovo2320
H	25511	207	93.2	207M	denovo10751	denovo32958
H	9017	207	95.7	207M	denovo10752	denovo18112
H	3312	207	91.3	56MD132MI18M	denovo10753	denovo12979
H	36806	210	83.9	18M2D36MI154M	denovo10759	denovo8067
H	21373	207	93.2	207M	denovo10757	denovo29233
H	183	207	86.0	207M	denovo10754	denovo10161
H	32428	207	93.2	207M	denovo10755	denovo4126
H	38409	207	93.2	2D205M	denovo10756	denovo951
H	17673	207	96.1	207M	denovo10761	denovo25903
H	12997	207	95.7	207M	denovo10758	denovo21695
H	9379	207	93.7	207M	denovo10760	denovo18439
H	32789	209	94.3	209M	denovo10762	denovo4451
H	12262	207	98.1	207M17I	denovo10763	denovo21032
H	27458	207	95.2	207M	denovo1076	denovo3471
H	5322	207	96.1	207M	denovo10764	denovo14788
H	36919	207	94.7	180MI27M	denovo10766	denovo8169
H	8118	207	94.2	13MI194M	denovo10765	denovo17303
H	10428	207	96.1	207M	denovo10767	denovo19383
H	9466	207	91.8	207M18I	denovo10768	denovo18517
H	17727	207	96.1	207M	denovo10771	denovo25952
H	20685	207	93.2	207M	denovo10770	denovo28614
H	22901	208	94.2	208M	denovo10769	denovo30608
H	1544	220	95.2	14M2I35MI155M16D	denovo1077	denovo11387
H	36489	208	96.6	208M	denovo10772	denovo7782
H	5272	207	96.1	207M	denovo10773	denovo14742
H	20830	207	96.6	207M	denovo10775	denovo28745
H	30224	208	96.2	160MD24M3D20M3I	denovo10774	denovo372
H	14147	207	92.8	207M	denovo10777	denovo2273
H	16016	208	99.5	208M	denovo10779	denovo24411
H	4790	207	94.7	177MI30M	denovo1078	denovo14308
H	34135	207	96.1	207M	denovo10776	denovo5663
H	29229	224	97.1	195MI13M16D	denovo10778	denovo36303
H	31233	207	98.6	207M	denovo10782	denovo38107
H	5401	207	92.3	207M	denovo10780	denovo14859
H	37780	207	96.1	207M	denovo10781	denovo8944
H	15406	207	91.3	207M17I	denovo10783	denovo23863
H	30984	206	96.1	194MI12MI	denovo10785	denovo37884
H	8183	207	95.7	207M21I	denovo10784	denovo17362
H	23179	225	86.7	156MI69MI	denovo10786	denovo30859
H	365	207	93.7	207M	denovo10787	denovo10325
H	5246	207	94.2	184MI23M	denovo1079	denovo14719
H	38345	207	94.7	22MI11MI174M	denovo10788	denovo9452
H	6022	208	86.5	169MD38M	denovo10798	denovo15417
H	150	208	96.2	45MD162M	denovo10790	denovo10131
H	17421	206	92.3	155MI51M	denovo10794	denovo25677
H	22389	205	93.7	155MI32MI18M	denovo10799	denovo30147
H	577	207	96.6	207M	denovo10792	denovo10516
H	29693	207	96.1	207M	denovo10791	denovo36721
H	11651	207	95.7	207M	denovo10793	denovo20483
H	26100	206	92.2	206M	denovo10796	denovo33488
H	3727	207	98.1	206MD	denovo10797	denovo13351
H	27307	208	96.2	33MD174M	denovo10802	denovo34574
H	25024	204	90.3	75M2I26MI103M	denovo108	denovo32519
H	9603	207	92.8	207M	denovo1080	denovo18640
H	37980	207	95.7	114M2I93M	denovo10800	denovo9123
H	33543	207	95.7	207M	denovo10801	denovo513
H	28752	207	86.5	207M	denovo10806	denovo35875
H	32621	209	96.2	209M	denovo10804	denovo430
H	30285	206	94.2	12MI194M	denovo10803	denovo37254
H	35651	208	93.8	208M19I	denovo10808	denovo7027
H	10551	207	96.6	207M	denovo10805	denovo19494
H	4383	210	93.2	207M3D	denovo1081	denovo13942
H	38639	207	91.8	207M	denovo10809	denovo9717
H	12264	207	90.3	207M	denovo10810	denovo21034
H	11318	226	84.7	40MD116MD51M17D	denovo10813	denovo20183
H	22691	208	96.6	208M	denovo10812	denovo30419
H	15976	207	99.0	22MD10MI174M	denovo10811	denovo24376
H	36183	225	94.7	207M18D	denovo10815	denovo7506
H	1724	207	96.1	207M	denovo10814	denovo11549
H	29650	207	95.7	207M	denovo10817	denovo36683
H	15566	207	90.3	207M	denovo10816	denovo24006
H	36285	207	93.2	207M	denovo10818	denovo7599
H	4883	207	82.1	188MD18M	denovo10820	denovo14392
H	1347	207	93.2	207M	denovo10819	denovo11209
H	2845	207	90.4	32MD76MI98M	denovo1082	denovo12558
H	22196	207	95.7	207M	denovo10823	denovo29975
H	32735	207	93.2	207M	denovo10821	denovo4402
H	35659	207	95.2	207M	denovo10822	denovo7034
H	34204	207	97.1	207M	denovo10829	denovo5725
H	1277	208	86.5	188MD19M	denovo10825	denovo11146
H	29905	207	96.1	207M	denovo10824	denovo36912
H	11656	207	95.2	207M19I	denovo10828	denovo20488
H	25245	207	95.7	33MI174M	denovo1083	denovo32718
H	23267	207	97.1	207M	denovo10826	denovo30938
H	23233	207	96.1	207M	denovo10827	denovo30907
H	28373	207	97.1	124MD8M2I41MI33M19I	denovo10831	denovo35533
H	9234	207	91.8	207M	denovo10833	denovo18308
H	19063	224	88.9	207M17D	denovo10830	denovo27154
H	27202	207	95.2	207M	denovo10832	denovo3448
H	27380	208	95.2	184MD23M	denovo10838	denovo3464
H	27557	207	89.9	207M	denovo10834	denovo348
H	210	207	95.2	75MI132M	denovo10835	denovo10186
H	29267	206	96.1	146MI60M	denovo10836	denovo36338
H	19492	207	97.1	207M	denovo1084	denovo27540
H	16490	270	98.0	118D152M55I	denovo10839	denovo24839
H	719	208	96.6	208M	denovo10837	denovo10644
H	15639	207	94.2	207M18I	denovo10841	denovo24072
H	9281	203	96.6	35M3I168M20I	denovo10840	denovo18350
H	26425	208	92.8	208M	denovo10847	denovo33780
H	35077	204	95.7	38M3I14MD151M	denovo10848	denovo6510
H	3798	207	95.7	207M	denovo10846	denovo13415
H	3863	207	94.7	207M	denovo10842	denovo13474
H	13757	222	98.5	I154MD18MI21MD10M17D	denovo10853	denovo22379
H	5641	207	95.2	33MI174M	denovo10843	denovo15074
H	24227	207	89.9	207M	denovo10845	denovo31801
H	30536	207	94.2	207M	denovo10849	denovo37480
H	29956	208	98.1	57MI151M	denovo1085	denovo36959
H	28914	207	94.2	207M	denovo10850	denovo3602
H	10262	207	89.9	207M19I	denovo10851	denovo19233
H	13103	208	96.6	208M	denovo10852	denovo21790
H	29925	207	93.7	207M	denovo10854	denovo36930
H	22397	230	93.9	230M	denovo10862	denovo30154
H	17014	227	92.9	36MI41M2D54MD12MI64M17D	denovo10855	denovo2531
H	24905	207	92.3	207M	denovo10858	denovo32411
H	35452	208	96.2	208M	denovo10864	denovo6849
H	10599	226	93.7	207M19D	denovo10857	denovo19537
H	3041	207	95.7	207M	denovo10859	denovo12734
H	9088	207	94.7	207M19I	denovo10861	denovo18177
H	38142	207	96.6	207M	denovo10860	denovo927
H	27540	208	97.1	119MI37M2D50M	denovo1086	denovo34784
H	10883	207	96.6	183MI23MD	denovo10866	denovo19793
H	2037	238	89.9	207M31D	denovo10863	denovo11830
H	25586	207	96.1	207M	denovo10868	denovo33024
H	10916	207	91.3	207M	denovo10867	denovo19822
H	9684	207	96.1	207M	denovo10870	denovo18713
H	9941	207	99.0	158MI49M	denovo10869	denovo18945
H	18942	207	90.8	207M	denovo1087	denovo27045
H	8169	209	95.7	146M2D61M	denovo10873	denovo1735
H	31730	208	97.1	208M	denovo10871	denovo38555
H	3249	206	88.4	51MI155M	denovo10872	denovo12921
H	12225	206	95.6	206M	denovo10874	denovo210
H	23554	209	94.7	209M	denovo10876	denovo31196
H	5241	207	95.7	207M	denovo10875	denovo14714
H	21927	207	93.7	207M	denovo10877	denovo29732
H	33722	206	88.4	9MI197M	denovo1088	denovo5291
H	26456	207	96.1	207M	denovo10878	denovo33808
H	5680	207	95.7	207M	denovo10879	denovo15109
H	31474	207	99.0	207M	denovo10880	denovo38324
H	32374	207	93.2	207M	denovo10881	denovo4078
H	12835	207	94.7	46MI131MI30M21I	denovo10884	denovo21549
H	18562	230	95.7	128MD46MD8MI24M22D	denovo10883	denovo26703
H	2874	208	95.2	50MD157M	denovo10882	denovo12584
H	7644	207	91.8	207M	denovo10888	denovo16878
H	1421	206	80.7	171MI35M	denovo10885	denovo11276
